blockNumber,errCode,from,gas,gasUsed,timeStamp,epoch,traceId,type,budget_Ether,budget_USD,Ether_to_USD,token_price_Ether,token_price_USD,marketCap_Ether,marketCap_USD_Million
3593279,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:00:53,1493053253,0,call,1500.0,75217.5,50.144999999999996,0.5414510889183011,27.151064853808204,5414510.889183011,271.5106485380821
3593279,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:00:53,1493053253,0,call,194.0,9728.13,50.144999999999996,0.5414510889183011,27.151064853808204,5414510.889183011,271.5106485380821
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,3.0,150.435,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,400.0,20058.0,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,47.26,2369.8527,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,152.0,7622.039999999999,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,147.5,7396.3875,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,100.0,5014.5,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,8.0,401.15999999999997,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,21.0,1053.0449999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,5.0,250.72499999999997,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,30.0,1504.35,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,700.0,35101.5,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,30.0,1504.35,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,3.0,150.435,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,320.0,16046.399999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,300.0,15043.499999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,1.6,80.232,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,100.0,5014.5,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,1.0,50.144999999999996,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,30.0,1504.35,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,50.0,2507.25,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,7.0,351.015,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,2997.60867778,150315.0871472781,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,10.0,501.44999999999993,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,9.0,451.30499999999995,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,4.28,214.6206,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,100.0,5014.5,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,51.5,2582.4674999999997,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,0.5,25.072499999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,20.0,1002.8999999999999,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,10.0,501.44999999999993,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,1100.0,55159.49999999999,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,37.0,1855.3649999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,500.0,25072.499999999996,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,5.0,250.72499999999997,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,11.5,576.6674999999999,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,100.0,5014.5,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,25.5,1278.6975,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,10.0,501.44999999999993,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,400.0,20058.0,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,50.0,2507.25,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,4.0,200.57999999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,4.0,200.57999999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,2.5,125.36249999999998,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,100.0,5014.5,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,8.0,401.15999999999997,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
3593280,,0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,2300,0,2017-04-24 17:01:00,1493053260,0,call,2.0,100.28999999999999,50.144999999999996,0.5409954315941332,27.128215917287807,5409954.315941332,271.2821591728781
