blockHash,blockNumber,confirmations,cumulativeGasUsed,from,gas,gasPrice,gasUsed,timeStamp,epoch,budget_Ether,budget_USD,Ether_to_USD,txn_Fee_Ether,txn_Fee_USD
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3151213,0x8f7c1c6001c66577ac80fa896e73224aa1dba963,150000,60000000000,67517,2017-06-24 13:00:03,1498309203,58.904349333533595,18814.638220623965,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3218730,0x2ee50cc806c166e87688f51c8805c5d1461a0d43,250000,60000000000,67517,2017-06-24 13:00:03,1498309203,9.0,2874.6899999999996,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3286247,0xbd9a7b968a05148d9f830a57a2189745819e7eba,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,1.1,351.351,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3353764,0x7ee4d3ee10c525098c47b30a7cb197f96ae50fe8,300500,60000000000,67517,2017-06-24 13:00:03,1498309203,19.0,6068.789999999999,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3421281,0xa0d1571d43ca2654506728d30999a7a8423c2a23,250000,60000000000,67517,2017-06-24 13:00:03,1498309203,70.0,22358.699999999997,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3488798,0xa550d7f9153945f32dbcc0ee4387b7823dfae646,1000000,60000000000,67517,2017-06-24 13:00:03,1498309203,600.0,191645.99999999997,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3556315,0xc9281a5609b232a6c5ad610c635d552c14f51a9a,200000,60000000000,67517,2017-06-24 13:00:03,1498309203,50.0,15970.499999999998,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3623832,0xd166c22375f7a0b968e5f8cc8661c9f90174d49f,210000,60000000000,67517,2017-06-24 13:00:03,1498309203,50.0,15970.499999999998,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3691349,0x5ae21744b0b09ae6c302302f8ef289375aaa8389,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,99.8,31877.117999999995,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3885041,0xb1c0c3a59c09aac73243458fbb785f22094c1092,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,4.0,1277.6399999999999,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,3952558,0x9b5d4a7984d5d28849f67701c51ab028a8135892,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,19.487,6224.342669999999,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4020075,0x925d22250fdd2f69aec39a5ea99836475ae6e14e,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,1.0022,320.11270199999996,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4087592,0x416eda5d6ed29cac3e6d97c102d61bc578c5db87,500000,60000000000,67517,2017-06-24 13:00:03,1498309203,100.0,31940.999999999996,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4155109,0xfa45c6991a2c3d74ada3a279e21135133ce3da8a,200000,60000000000,67517,2017-06-24 13:00:03,1498309203,40.0,12776.399999999998,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4222626,0x0a3962f5096faf45be2adb6f0e0df34dd93dd890,200000,60000000000,67517,2017-06-24 13:00:03,1498309203,20.0,6388.199999999999,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4290143,0xe55c141897dc59aa583fa8ae11a14c117cf9dddc,300000,60000000000,67517,2017-06-24 13:00:03,1498309203,5.05246954,1613.8092957713998,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4357660,0x0d5892285361bea3259556e9f2bd8d1c00d8aa52,250000,60000000000,67517,2017-06-24 13:00:03,1498309203,109.0,34815.689999999995,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4425177,0x78d33c71169b49b6372a0ad69559acc8fcc7bc7f,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,1.5,479.11499999999995,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4492694,0xac9c0e8c9cde5b8db69e1d9b7b0dead1797c370d,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,10.62,3392.1341999999995,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4560211,0xde3f13b04a9479a7a105f750d3732d6d6568503f,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,26.0,8304.66,319.40999999999997,0.00405102,1.2939362981999998
0x7320ca5c1561d97d56ea50954ae41779e959b387c7edebe559cb073b8bee5167,3922949,4973835,4627728,0x8c731725828e38cef6ee83661a154fbc5e207e3c,130000,60000000000,67517,2017-06-24 13:00:03,1498309203,2.0,638.8199999999999,319.40999999999997,0.00405102,1.2939362981999998
